address,collateral_usd,supply_usd,borrow_usd
GBGDZJPTEMWBSGRLJ4V4HSVSOJEVO2LLC6SN77LPU43UMLUE2NN5WYDO,"$4,105.54",$0.00,$0.00
GC2VLODQPUNGZK5RWXRROMG4ETMIO5ZQ4TS3O7WY355JWKCGCEW4RAGR,"$4,104.29",$0.00,$0.00
GCVYPI737SUMNWVKB4MEGC2O5UO37HUBK6W6EG6ABQBLLB6QNII6ZXVF,"$4,101.28",$0.00,$0.00
GCLPD5XWU2K6LDYO5C6F5YAGU67SYMWD3FMODAXE2TIGLZMCFKSHFZL6,"$4,096.70",$0.00,$0.00
GBUCGCPSZTEHQIYRPU5RTIWZ3W7323FMUGTL5TTQRFVQ5LTZ452QF442,"$4,093.52",$0.00,$0.00
GBF3GFJ4NK3OAL2BBAON4I3EDXJWPYGOR356VFHQ55XOKB3DTURX3TM6,"$4,090.42",$0.00,$0.00
GA5VBT6LR5M56MTRZPHHELOUTPACLQUO2HBKKN3UNLPBBYFQC7JSCKOI,"$4,082.99",$0.00,$0.00
GDORRYYWC6NC4RQQZK7O6CYZLE2BBXNI6ALXLLWPNDRXJVZDOAKKN7P6,"$4,077.86",$0.00,$0.00
GBGGITBR2PEW53OXV2HWP5MGSM2VCD2CVWXAGPCXMOCX52VFK4XHCFJZ,"$4,070.09",$0.00,$0.00
GBEAAPNFKABJ5HCGTKLAPANIWJKV7MGETM7T54FJMCGWNNFJRKZIOAHY,"$4,069.91",$0.00,$0.00
GCUUH6HX5O7QKGAYPDS2ETYFQBGJNMDSS3YIEREYLEW27OD6I5YJ77VO,"$4,067.50",$0.00,$0.00
GDD4NIFTAMFOT4VWSC4EWUAN7BD7RYGSH7KDLL4QOXJ4BURKJFJL44QY,"$4,066.90",$0.00,$0.00
GBBPVPDBF5V55C5P64ERSS3GZQWBRIH5RKH26DE3KZROQOBDHUGNB5KB,"$4,063.95",$0.00,$0.00
GD7OZ2KZNPJLRLYIL5UCC77GZMZQDDVORPQD5MRDO7NWN2746AJDTFEM,"$4,060.28",$0.00,$0.00
GBYLJAJYDYR3GRJZK3BVWFYYC5XEYJONEALPEZJHAJOWC426S6QUVU5K,"$4,057.76",$0.00,$0.00
GCPZWGIAJX2ZQDO5KDH2L6UO6NRVJSQPJESIX2AVZ6ETVXORW344S2AP,"$4,051.49",$0.00,$0.00
GCINECNFIACXVQKBXMNBCFZ2V2H2HCA7D257PU6CUQUP6IILOCZDIFFP,"$4,047.75",$0.00,$0.00
GCLM22EIOQVBSXZ7457JM2ZGZ2J5JBD4HOFG6VTJBC2ZYZNPVHTA5UNF,"$4,043.01",$0.00,$0.00
GAOLKTPYLDM3W2NROG2BPZAE7GUXMZEBLSMXE5WM7RSNNF4BSJE3JZL4,"$4,037.31",$0.00,$0.00
GC3DVZTJZDLLUO7DHPKJLCOK4BUGYB7UKHPNNWRBQUC6HA3P2NMMKE72,"$4,035.72",$0.00,$0.00
GAQGTF7655PF6PRT6HMQJCSAAS6HIWQ3YFGYLCGIIOTXT4MA6CQPXIRU,"$4,032.50",$0.00,$0.00
GAGXO6GACFRSCAZDOTEMRRPMBNFV64GTOS7WXABQOJ5S3HKQZLKOBTTM,"$4,028.01",$0.00,$0.00
GCSSFHHBIJ7YHYF3JLBRYKJECVZVR4XMZQ7WG3PRZOSMQEUVQDCC5GHJ,"$4,027.57",$0.00,$0.00
GCKWW2YBOMZSQA2WWJQ3JNKCSGMQFOETUM64MOUIKUGI6BKUK35NZJ7P,"$4,025.20",$0.00,$0.00
GBMIAMP2BWOXKG4EPLU62ZJ7S5JVSRDZICLDLBRUNXUIB53Y5ANNIKNG,"$4,025.17",$0.00,$0.00
GAG7LHE5YXFR52YEINVY274KNVGOKJOMHDIWMDV2F75M2JNPER4KVG6Q,"$4,022.57",$0.00,$0.00
GBOTGLFQOMFVJXDVK36ZFRYAFWH5ZJP3DPOY5JGCQEDPNROW3FHD3MWT,"$4,021.05",$0.00,$0.00
GDK7VCH5URZPB4WATOZBIVEO2MBNC4QV4JGXU6UZEKOER3NQNTKUI36H,"$4,018.94",$0.00,$0.00
GDQYTY4AG2B4HPTYJI5GZ7AA6OS3VEIS4NDM2WSGU4HERTZ3N4QJQCNR,"$4,018.45",$0.00,$0.00
GAB6LFIITGYAOELLIZTAYLZRS4ODFZQPLAZARVTIQKEVNEH6M4LY4EJ4,"$4,017.66",$0.00,$0.00
GAIDPVYQ7SOB55ZZQJOVHH77AUB6ZZVWHGWRSNR7EWYUEZPDJSOFZCVD,"$4,016.32",$0.00,$0.00
GBKB43F4GOTHBT6VLOQW4QQQ6BQCY3FGBEGQGOKYT5YOLCD7PZIZCOBU,"$4,016.22",$0.00,$0.00
GAUU5OF2SB7QRWYUY65ZFOOLL7HAAHBKWVT7M3KKO4FBGLUXTQ6MPHZZ,"$4,006.37",$0.00,$0.00
GCEQ2XCCSYEBXSQPKI7WHY2MDLFD4DWRPPQWLNKLNLYWXSY3AKVX74PY,"$4,006.35",$0.00,$0.00
GACK64JPPQFZMBA7IXX7JFAAI2ADMHGTZQHK5ERAU7IJTUJH2QOA75HQ,"$4,004.35",$0.00,$0.00
GCO6PYUTUJVIYYO65BHWQV52W4QW7DKOVVQEAB247QYSK5PCBNUP7JBU,"$4,003.72",$0.00,$0.00
GBBBTXMJCCD34BNLDIVTL72VUYORCDTVCUZBDRGJMFK3Z77HY65UGNFI,"$4,003.14",$0.00,$0.00
GDSUW4NIINWIXXE5ZBGILYTFXRUAZ3SX3OZ7QPMZV3F7H5T5UWUPCJNC,"$4,002.73",$0.00,$0.00
GCODQPTSRSDVS57DACDP7TD4LT3GQ6T54IAZFZRF53CNYWAAEQWYPKHT,"$4,002.07",$0.00,$0.00
GAA3HUB5TUPPIOYBRAFEA6Y745K6TXQTTHGIPVSQPTISJU5YCZD7EKMB,"$4,001.61",$0.00,$0.00
GDPOLJTPMLITNWZVYMOVZHEVSXBHDBJ3XVNQGDQCFHMRHVZDVRHIF3VG,"$4,001.34",$0.00,$0.00
GDG6RXFQJN5TUKWWD72VE4LW2JG34SUHHN7RIZ6HK4KD6NMT2RU3UH5D,"$4,001.34",$0.00,$0.00
GCCNSQYXRNAZZWVWWS56QEZGVTPBU6OATQ2L4LEGZT6N2XJYS3RDLNXI,"$4,000.79",$0.00,$0.00
GBFMHKCCYSW7TXALQITTY4AM7IAZQE7EMO6MRU5YNIIQP2PV2SZLYDQQ,"$4,000.27",$0.00,$0.00
GA46VKGV3D4BHVDJS7LCU265WQLYV4VLBSHMV4LQSAWGTZXHPRMCV4V3,"$3,998.82",$0.00,$0.00
GAW55C3QSPXHKKVWWAVQ5KXDORTZSLHZX3UM45QHSZN7RIWKZC5RRYQR,"$3,997.49",$0.00,$0.00
GCP5UJU5HDVW5WH56VM2CQX3PCJYSJOGPANBF6BJC3PIOTCC7DM2K7XY,"$3,988.65",$0.00,$0.00
GAMOAF73CCKJREISGSFEIZUWVATWDMAGBQORV3ZTGUK26UULKDGQXYKK,"$3,988.51",$0.00,$0.00
GD5GOHGGB3OKSERBOLRSM7GNLGM4SQ6OKLBPWSKNO7KEPURTFTZMNDTS,"$3,987.52",$0.00,$0.00
GACQKBTX6EFJBR4ULRKAB4R2K37VIREAVNGPC46NG3FUFCS72OL5XYWY,"$3,983.79",$0.00,$0.00
GCS4PM7JGQX7M2SWC7GRJI4SGOKOO7K3VK5FUUZNN2NE4ITELYCYXWKQ,"$3,981.45",$0.00,$0.00
GDWQSRW7UIY7E4AOA3TBIKHASTPYG2E4DHZPCU4NJO55FWIZPGDYU5TE,"$3,971.64",$0.00,$0.00
GBOYM3JTV7T57MFES35CAENNHIG7OBAMBMRBFITDHMKB7THM366LFGQ3,"$3,969.97",$0.00,$0.00
GCLRGY7N4ALT3SIUKGPJGWJRUNUOL2OK7ISUYT43D2TLM7DWPWWUH6H4,"$3,966.57",$0.00,$0.00
GDII5WMV37SQ7WWZYKTX3WLTX27OPXP7UZ5YQQXNSJ3RSG2AXPO664TX,"$3,960.85",$0.00,$0.00
GAPESMJVK2BYLYCKZ5ZPRUX7XEOQJ64QS5KO5ITDLDYNY7IWYZWVOQGW,"$3,959.50",$0.00,$0.00
GBDXMTS4GOAB2ADRMQVQZHT74PV2BUJSGB7I5W4IXN5AGN4H7EZMEUD4,"$3,959.43",$0.00,$0.00
GCB5KL2SANFJNNGP7WGZ6O6XKXQMIXVFTHDOINLPIFACFOYZGNP27FLK,"$3,959.29",$0.00,$0.00
GC46NKRWLDS3UHXAJJ2JG4QIFYKKPPOWGCAWCOTIW7K5U2RKQUVI4JXV,"$3,958.87",$0.00,$0.00
GCWHINOXPR4NYT2SGGGDTLFYUMXSYJ7OADCGU63KTAYNHZTXYBFAJWH2,"$3,957.95",$0.00,$0.00
GBC5QCWFDDPA576I3JQYJA5BAFZ63SX6RFG6Z7DUBP6NZK4OKRZRBUKI,"$3,953.82",$0.00,$0.00
GAIHFLI4JYJPBXU53DQ3VON4ACII36AOI4SI7HXXCTHCI4RZNKHMGFIX,"$3,943.23",$0.00,$0.00
GD62PG63D4PYHEQV73VFCBASMIAX6KOB7DIQNP6UWQJ2ZDAK57SDBKX2,"$3,931.76",$0.00,$0.00
GC3QDG457TA3NEEGSQ2CIXITEADBMCH6YXNZJM4HIS47PPRIRA3RTWO2,"$3,925.71",$0.00,$0.00
GAOB2AKC7AMTYLGHK4QRGVOPURU6XIBYOY3XYKJZJ3TLN53JIAMLYPUN,"$3,920.08",$0.00,$0.00
GDE3M6Y3X6XE6SMQEFR3TMW33LPTN2UJ6WFUBDBHXPLYIQNJU2RVS355,"$3,917.74",$0.00,$0.00
GAFD3BP4GEZ7KWNLLABPCHSGSO3FK5LQYBAIZFHYMY4ALY5CNMAM2UYY,"$3,916.28",$0.00,$0.00
GB4O4HB7QEBTBTJV5JGZEWKU5ORZSIM6VHNDOQMLRMM3IFC4KCSVIEMH,"$3,914.93",$0.00,$0.00
GCOL6BUIZHUR5PIYULVZQ5JXNHGWIQXSLPAY3WIJLGSJ3KPL52SFTHRL,"$3,906.44",$0.00,$0.00
GCISXWXV526EL6AW6N2GJTYFN6KVPWJHGAJXK4HVHJUD3KNHPG3TWUJ7,"$3,905.28",$0.00,$0.00
GA7G3MADLB5OTUQQE74UHUFWHDID7F4II2V2D775JUFD6IFLBQU2LKZM,"$3,886.06",$0.00,$0.00
GCV2ST2A4GZKYIYMPCYUIGRPCOGSGKZNEPXX2F7APDCCPJYG2H2KCF6Q,"$3,885.43",$0.00,$0.00
GA57KYLNBSWPYKGX45J2E4H5CEL6YQQZAY3PS63Y5EHMZKCTSJWCHZDO,"$3,875.41",$0.00,$0.00
GC7FRTATNRCJPIMNSAQZS7LQTZCLU5FLRGVXO72C2VR4A5ZJ4N2VR4HL,"$3,868.43",$0.00,$0.00
GB4NXOWKFZUJVJUPH5RHMX764IB3XAT2PUTQKQVMW7EZCY6PIWBRCK2V,"$3,866.76",$0.00,$0.00
GAJDFHVHJRB5EOM64YHMRHSU5URBIZVHGKUPAGG5MB7VFCSKPSDABPQK,"$3,865.27",$0.00,$0.00
GCEW4I6XHHBWTYT6PUY23K7JBRUMQ4UEZUEEQJ7YMGXELNXOAUEBEY5B,"$3,862.21",$0.00,$0.00
GDC56JUC6BX7FWGJP22KF6WAIIVY6FDHMCWCWECVPOYAXFXIIXG65C34,"$3,862.06",$0.00,$0.00
GBKXHVFN4UIPIPOUKSB6TITIV55KGCVGSSKCS62542LA6ULONO4RCIOW,"$3,843.17",$0.00,$0.00
GCASHQQINAHSV6P57D4NPIHDCUF5PO2FAG4NHZ67HS2FDKYABWRCPHKQ,"$3,836.04",$0.00,$0.00
GBHXBBL75EXSEJG7QG7JSWLWGMUK32J32SHQ7U4NQNJEQIR2RBB6J7UM,"$3,833.37",$0.00,$0.00
GDNRGN5RSQUDKP2ZDJJMJNLXZITGUSAATQZIXDBEYHH4HL5AXZIDOHKC,"$3,831.30",$0.00,$0.00
GAA5RMXF3WGAGI5IDFWNZKLII7MDVGWMYP6V4P32CQ7OFJAXTFJPOGRH,"$3,827.03",$0.00,$0.00
GDLACD26ZKELB7E65BNZFXKGSY3OHSPKDYGICAZIJGUP6TK4PHYEQLBQ,"$3,826.34",$0.00,$0.00
GBSIPAASY5J3QXCHIPAVXQMWNFAX3B44F7ZVKSLVYVHK5QPYLPTTUMFP,"$3,800.94",$0.00,$0.00
GBOK5NPRKPRATSN2XDIMXROVN5TFWWCULAZ6TUSBGAF7NUNQ5GAFDSXK,"$3,800.46",$0.00,$0.00
GBCNR6XJ253HEQBYQTRBO56TL5RCM6BW2VX2HX564QKSMEPXC5JIDOL6,"$3,799.52",$0.00,$0.00
GAYLYYNO6RSDK56ZZNRJEZHKZVSRLAHNH3PRVOYWAGV47BPZ5YW7GKOG,"$3,798.40",$0.00,$0.00
GDKLVNRGQWV6VUYNSBZJNWTYTM5MAYXCJ3JW2CNYAIKWNIRAGIIDQN6T,"$3,764.62",$0.00,$0.00
GAOPZ3MPVQXQIXYIHSXSOPDRRR3PPIQ743YWOSIPQBKRPATXQJAQ22DE,"$3,764.32",$0.00,$0.00
GA2WFBO3UPRLG6IUHX2IICM6RO6W32YX2VTSMS5VXDWDVQBSZXKME5QV,"$3,753.44",$0.00,$0.00
GBKFH4HNTQY26USH3CTYK6RBNRR6KBM6YCY2FUNT5N4W4SCINEZK3APC,"$3,750.09",$0.00,$0.00
GD6FQ5P3O5B6OCNXO3FNKUZO7X7U2ZR52URJN662NVTUULMMF53UDDW5,"$3,745.87",$0.00,$0.00
GBGUAFXKQ5J73NSWVUGXQIJKLAULC2FKDAHLNKVTF2H4JNXU7ZTE2KWB,"$3,735.62",$0.00,$0.00
GBAAARIGHTJXLM4NNXNUCS42XEPINR23SKRRKYLC5S5SXESDOHUGFTBL,"$3,716.79",$0.00,$0.00
GDX4KXSI452EB7JMEMOU7QAHOUTZ6QUIDATIOYNNAZXFQHBVQC2I6AEY,"$3,710.23",$0.00,$0.00
GD5LLSYZD6X7JU6HEDSWMR45KHHIFH4ZKK3BDQMYZB7RT5B57D53EXID,"$3,701.89",$0.00,$0.00
GCSBDC3324H6YQJ7UJMM2UPWNXJOHPS73442UQRBPOAZBP5VLC5JG6RI,"$3,700.97",$0.00,$0.00
GCYS2V6QM5V7J7DSZ3XCC5E2FXYR536NEAKHQLSZ7JLFKFR3CGC2J5QF,"$3,671.18",$0.00,$0.00
GAOIFEFMTOUSK3WLODG6476MHQUG745W3FKEWR3DF432L6AI4LTR76NP,"$3,665.82",$0.00,$0.00
GA6VSO4VZ5TBY5MHTBUUOFULOZJDJ6SI6VUW4ACDXQ7327EEZ66YHAEG,"$3,661.14",$0.00,$0.00
GDNGKLFOQ4T2QYDLEDVOZBFAOW54KOHO37T57QACXGQBJ6Q7CCXVJZHA,"$3,660.75",$0.00,$0.00
GBUUGLMAKRYZGCXREM7SA6KM47KIFL5FAJ2KAZKHQZNRQCTPUJ4RORNJ,"$3,658.87",$0.00,$0.00
GDJVRUUDOCNXEZXZND6R54K4EKN6N6OEYPRFWOTL3WIVCMRZASDI3VNB,"$3,651.75",$0.00,$0.00
GCDJPRJ4CSXS6LPLPKJWKJCXCSSUGFBRSUGRRFQAEO3CO7JUOXF2UZEO,"$3,650.84",$0.00,$0.00
GDAL7EDB46FWQPPRDNWOYUMKS7FOOTZH4MJ5NLMRF2LFSJFABKVPUVMU,"$3,650.20",$0.00,$0.00
GDD7IOPFDGB5IACPA2CKOBD6NSEFZGKFBBNB55O4Y7DFTCF4EVE4X63E,"$3,647.22",$0.00,$0.00
GCS4PKRX2RAESNUJD7UYJPKG4HLU24AJWKOVKX3CQNVAC5TT2KJAPLIF,"$3,632.30",$0.00,$0.00
GDOKNM5CJFI3WKG4PWRPCLRYCHZGZJG256ANSZE2EVAJHIHTF624A45C,"$3,623.70",$0.00,$0.00
GBIBZEHI7AUIVWZ5VVHFKPNB7YXLWGZXI3Y4QFRVILZEVAD5HPMTXXWN,"$3,623.15",$0.00,$0.00
GCNQDNNSALHVXXPLY24NS4NYHHZ4Q2FONCBO62BUZRL57LF5PXIADF5F,"$3,622.19",$0.00,$0.00
GC5EZ37HYAATGMJHR3CYOKXCFWDJSAMWZXFRIKPIEU2E32F4CH4Z7FFW,"$3,612.71",$0.00,$0.00
GBBPJCHXPDMHEVLVST3M3QF2V43TGJ4BED7K7SWLKLCYMMXX72XRCESS,"$3,609.77",$0.00,$0.00
GDKOVKFWWGS2KFRCOMPIWUQZLGIA6P24BFGSZQZNPGM7HEXKZWUBABM2,"$3,605.10",$0.00,$0.00
GDFK4W6MZKPR4WXIJO3ABU35WCWQOEYU6LOGGVL5FYMJL4UXPKSNYBAK,"$3,604.08",$0.00,$0.00
GC6HSXWHGJSUYWQTT26BIQZDBWVWIHFHVX3RTU44UEHGKGZVIPYWLDZA,"$3,603.40",$0.00,$0.00
GCOR3VAUDZOZXGXTZSRDGTOP5A4IAFGRMUP5IPWPPRECSABD6VGUJ5PF,"$3,598.60",$0.00,$0.00
GBH43AN6HJ6UMOGOU5MDCNCMY5UT7QDJHG3ZOXU264VXUVQCILSBQ56J,"$3,585.20",$0.00,$0.00
GAWCTR6HMAS6IN6MLSQPS2KVN3YLFRAFVRWTVF3NUEJSNRWN7TUK53CF,"$3,584.51",$0.00,$0.00
GCFGSF6BIKCFNCVTGUWJ374DNTNOWCJMNB73T2DPWH66EKOT5YHPWJZ3,"$3,583.58",$0.00,$0.00
GDNFBE3JQ2JFQJOY2HVMYK2YW2DUDETIH2WWOIDC5K4AG6WU6EMQM4HH,"$3,582.10",$0.00,$0.00
GACYZKXI5ZBMJOLNZYLCFDMGTMPSWVOSISP3S2TPNQJC5YUQJ56O63GV,"$3,577.10",$0.00,$0.00
GBGPOYXID45KMCDLSH6F2YM2VBXT37ANXQSN2VKYH575T7ZU65NU3YBQ,"$3,571.06",$0.00,$0.00
GAZ3ATHLMTISVOJMN5TAD22ENXSI2FPCQQ66WIL6S47HGGEZ32WCG5C7,"$3,569.28",$0.00,$0.00
GA5EJB2F5TP2JONBLBZ7GLHXOODXSC5LAPKHZD37I7ROB2HTLDXXQFXG,"$3,568.02",$0.00,$0.00
GBUOJEDKDC6OG5IDIPJVBYDS6PMOMBNPJYCKLHK3LWWMFS3LQLVCFBLB,"$3,563.93",$0.00,$0.00
GDTL5JBO3OFGTMS526J6HFOFEDVUZSCBO5OMJJJD5FFIUDU54ZJOLP7X,"$3,556.49",$0.00,$0.00
GC4LKJGEU6IOEMK7UZSBHCB3CNTRN7RKERXVX4RIUVZZCVYVKO5LDN6H,"$3,555.93",$0.00,$0.00
GALFU57R5VMP52GFM72KMRFFS2MNWRLQZ3MH2BD6UX7AYGQCGW4BIXHI,"$3,550.90",$0.00,$0.00
GAY4LIZ6DCTERQIGIQZEBH7ZUIRKAL32HCOFLISKBUN4SP2ZK3JK65WO,"$3,549.33",$0.00,$0.00
GCXSG2RF4UMUJKXGZJKB6JWZRAYM23WBGHY5AAPDESLRVJQGHX5LLXNN,"$3,547.43",$0.00,$0.00
GB6Y7TPUH74GHOGEB7SS7UNPXQOCOBGR2FEGZA32EHEEJ2POGSCHQSHF,"$3,544.65",$0.00,$0.00
GBSF6IDTMT55ENWNT4YKKT5XDUYECXEKTKZ44X2NFIBL5XF3KK2JBM2J,"$3,540.39",$0.00,$0.00
GAKCXZ7BWL7ZKQG3FAZPPFZMNPSU42ETYFESC6K6M43XU2KXZV7I2FI6,"$3,540.24",$0.00,$0.00
GAABM7H22RVVT5WWJICLI5GVSEFUY6KWRE6SPUB2COMWKH3HU5CO3ON7,"$3,534.78",$0.00,$0.00
GCDG7D3EAJ7YKSHUGBJUP3TCWDGTX5P6WNHIX7Y4H565I2VMTIXMQLY5,"$3,533.43",$0.00,$0.00
GA5R7RIKX2M3TOHRTBCBWPNCBJCF7CP5U3GLEQPK7QULYAT5N4QKPFA4,"$3,520.71",$0.00,$0.00
GB3D7ZFFGHOINXKL23DRESMKJF65ZRAZZH4DYVJ7P4VREMYTJEJPY5ON,"$3,515.86",$0.00,$0.00
GBR3CSICUGGNRM7XZ73RNAPQXI3DE376O7IBOYYW46E2PKKMBCF73ZL2,"$3,514.91",$0.00,$0.00
GCJ4AUAHIN3AWHUXRZZ2GDXO7XNPY53MSRZJDICTQLTQAQTGRA43FRRS,"$3,509.74",$0.00,$0.00
GB3ITXJ6YWU6J6DEA5ASPRYYHOR4A5QPIYI4UM2XGJNIGM5OIK6VA7OU,"$3,508.32",$0.00,$0.00
GBZ3KLEEQ2FMBVFQK2VLBWYHQBFER4ZPOMUW6AIPIJTBVJITO7C7WQV7,"$3,505.93",$0.00,$0.00
GCB5RIB5DU45IU62MYV4XASZXRGH3AREKDKU77DFR5BOR2YPVIATE4BH,"$3,504.70",$0.00,$0.00
GDKUJD4ZCCRKF2LL542CG4JJUWKOTERCAQA4TAIZOGNH4Q33ECQG3OC7,"$3,504.14",$0.00,$0.00
GAQR4WLWANTUPQDDBJ4MBSNJ5T2T7XUWQ6E5ASXCYMBM3LHQAMWFZJ6D,"$3,502.84",$0.00,$0.00
GCF7CH2KGZFURL4HW2TRRGG4QZLF57REMAGMIU5QIGBFODVGCXJCTUBY,"$3,501.39",$0.00,$0.00
GCFH4O4ITVZ3UAGG3MYCU4KDS3XV65RYAABZ3TCMQJHGGTVO357WQKXX,"$3,492.44",$0.00,$0.00
GC5YMY3OXFCSJK54QHIL7LFBFVTW4UUI26G2JHJHFEWEWLPHLYLH24RN,"$3,491.02",$0.00,$0.00
GAGG5X2OFTCTVR3O4WOQQOJD634Y2IKK5NXM6UYXNLJBKJADXFUPVGSC,"$3,490.89",$0.00,$0.00
GDNEDFAVGJJLU7EVH24YWP6QH2ZDRIMTT6EYUWUL4GMJCAQ6DZDHFW2X,"$3,484.82",$0.00,$0.00
GB3EAMWOWEB4QK3SXGBZNZU4LNILU534IRS4BFR7IX4RMVCHSJHU3E7L,"$3,480.84",$0.00,$0.00
GCTEIRNMV2SI7MFRLSWEEII2GO7IORU2RTUXSNGULI5RIELRHVPNTEHS,"$3,474.80",$0.00,$0.00
GC4XGHQHLPG4QXJ6U5WJKCDA7VHBHR2BQKNDVABCLBJIFXQYI3XY5BGU,"$3,472.96",$0.00,$0.00
GAYIIK7Z3FNCIKBWAGJWWMJAG5QHGH6UJQMQKXN7HJCSMEGKOUJINECG,"$3,464.73",$0.00,$0.00
GAXSQCHXTVPBPFLEEQA3A2YAI4KY3FANOVBQXCDVUTS7KLOFFE26GMMK,"$3,456.17",$0.00,$0.00
GDOLJUKW6APFFWYYXAA5XVR32UZYZRMLTYQ5E7ZE5NJE7ASO2AA7BFOH,"$3,453.47",$0.00,$0.00
GBP3RNVEMTHLG5UGSO2H4CSBG7BFXXWRCVJV4BX4NDX3QYYSYCGAIESN,"$3,452.26",$0.00,$0.00
GCVSWMCFTZHCFPT3PGLXJCNL3Q6ZCY55BUFOJWV6RWYA443UO3YKRUNO,"$3,444.28",$0.00,$0.00
GDYHEJJSECPMALRLQ7BLVZMW4HR3ERFRBV44RGMT5R3MK5K6TQHSSIGN,"$3,441.18",$0.00,$0.00
GCCUVNVJG6KXTCNCRCWKCUBC457NBYIFTU4JIVPUTB6ADANIXPERV3AO,"$3,436.78",$0.00,$0.00
GDLU7CAYMQ3L4FWAOWHELBIZR7OF4MQWAXQ6U2YWOMF7E5XUYCWH3YAZ,"$3,433.98",$0.00,$0.00
GCKKDVR5SE2E55OIEKXX2GNP2ZIRMUM6FVBTVBE2RIGP7UW2P7CNYDKL,"$3,433.02",$0.00,$0.00
GA7EVD44CEN2VQ6FSL3WF62WNUDVIBOMS3A33W5G46IEHECVQGC2XY2A,"$3,427.23",$0.00,$0.00
GCIJBXAR2VMGKO5TJ7HQL5FNE76SNACV3DUTA26WN3NKVILEQEUML7GP,"$3,420.58",$0.00,$0.00
GBMUMPKDJXK6KYURYYXKYIYHXXFCCFDEJ66VMRUXI3XU53UWIDI55TY3,"$3,418.21",$0.00,$0.00
GAP7GKJFPOPNYOEMFQZBCPXHN3IV7ZEMFUGFHOO5C6DVJ7SKOEFVR3MN,"$3,416.33",$0.00,$0.00
GD6H4QQZEDGB4I37TFCHDUQYUKN7ZRUTKIEXEKQ54KAG7BLWADAU34XU,"$3,414.68",$0.00,$0.00
GC5GPYX65P76HSV2XZ5KCXSS5KTZWF6OP2UFLOIM3GVVQIWSBU6IIL6G,"$3,413.36",$0.00,$0.00
GDAMZNTSF3SNEADA6OCU2I6HJ5S4B4F3ZKSEHLF2J4HRJ42XX5HL6NN6,"$3,412.92",$0.00,$0.00
GBVMDO746SMXFWU6KAZH6FVZB3NPW5ED3V3FIUVBFTZQGQTZ5M3TGJBX,"$3,412.01",$0.00,$0.00
GARI3GRGCCKUVN6CQCNDJPGLHZPA2UWT56XWH36WHJNEEB64AG4ZQREG,"$3,408.95",$0.00,$0.00
GDINPMS3VPX4IJVCPDHBECS3YHV4BPUQJK53ABVPK4FJTBUWZPM2I4UD,"$3,408.27",$0.00,$0.00
GAGXHXFKGYGQZXQJ3G2IUZ44YEWAKD5QW55QEZI2BXQFQNRLARZYIRMW,"$3,406.33",$0.00,$0.00
GB5ENYQKJQFE2MSO6MO53LF3MB52JDLOSQZHIR32ZGIB6WDGYSACS2H6,"$3,403.78",$0.00,$0.00
GC3G56UZYXPKDW63SIHDZODX634XESL6TJZ4ZRCPCB3YJCSJOU4KJY5M,"$3,399.74",$0.00,$0.00
GAJQ3VO63GCCXPM7HZRPT3AVKNFHGFWWS3NVJMJSSB33J7SMMMIUAEBB,"$3,396.06",$0.00,$0.00
GDR74GJIWQT7O4W3JT772B5JPA3G6JP7WAZTVTKAVIUXT2OUIRDJ62O4,"$3,381.53",$0.00,$0.00
GDRPREULT5QUSQ2R4K37BNCMHZKUHTFMX7JR4WOKVABC4Y77UABZCWXE,"$3,379.02",$0.00,$0.00
GDSWF3FXNQ6J2RI4RQA3N645GTKMWJ5CKYNG4SLRRFYM7QWVGHE44QOL,"$3,372.42",$0.00,$0.00
GAFKBQZQONV3ZF4MUN46FGPK3VXUNM3F4MFKNQMVRDDUXQEUV4NTKYUI,"$3,371.52",$0.00,$0.00
GD7RW2AP2KHJ53EELYBR75CU2SJWRSEYN4OO36BKV4KSXHV3L4PBTOYJ,"$3,370.36",$0.00,$0.00
GAETCZ7EQRBLP7YQZ6FYAZZLYYSQWTKVU23EQM5BKIK4X5HMHL7OZKQR,"$3,363.13",$0.00,$0.00
GCFCQYP5OB6US43C7LP5UQDOJ36CPSRZSTDNEKMHVSYOA53IZGMZ4EQW,"$3,359.65",$0.00,$0.00
GBKIHKZQ3JC6K7L6SLCYKJ6XN75AI4JNG74P3ZBSUQQXENJJBMJKJTGZ,"$3,347.76",$0.00,$0.00
GDKAN6UJUFJIYDYKCBVPYTFY54G3LECHO52LUGOU4LLBQJ4QFVBFMPPS,"$3,345.17",$0.00,$0.00
GADGJP6PTI5SPGWIP5XNAOIOBR6K76U75YLFSDGWUVRIMB5WRV6DTLVO,"$3,340.32",$0.00,$0.00
GDLWO4CNCPJHQTW5O6WUGXPHBWHDWLBOHNYSEQGSZATAJB7ZR4MUNV3V,"$3,327.75",$0.00,$0.00
GCLGSFJCYVH7N4BNDVTY3LNSTL6UY6AXFVANLMFDL3ZGJ2VOOJM4G5QL,"$3,319.42",$0.00,$0.00
GBPNANUE4CZIY4AGN3KYUFJ4ORHGRHABCTMXHXOPW36BBM5YMFPEJDUB,"$3,318.79",$0.00,$0.00
GAEG2FJR6CSW4IYNUWD457JEDDIRAVMH3IKJHFR6EWA7B5KFV5FD5OPF,"$3,315.45",$0.00,$0.00
